TITLE = "PROPAN_83"
VARIABLES="r/R","POTW","POT(1)","POT(N)","CP(1)","CP(N)","DELTACP"
ZONE T="BLADE WAKE T=0", I=    40 F=POINT
   0.2048128391434165E+00   0.3470216729158863E-01   0.2009704843071316E-01   0.5463290060452450E-01   0.5554091477464409E+00   0.5554089531054651E+00  -0.1946409757813683E-06
   0.2151749671421523E+00   0.3506108429156992E-01   0.1979729265092322E-01   0.5482873910755996E-01   0.5454853180884821E+00   0.5454852322135554E+00  -0.8587492672518238E-07
   0.2269726146632658E+00   0.3588470107155380E-01   0.1932186815416043E-01   0.5515309987498979E-01   0.5331628741515162E+00   0.5331627714923443E+00  -0.1026591719410774E-06
   0.2401617556880984E+00   0.3698096176368693E-01   0.1866945002292168E-01   0.5557832563464182E-01   0.5208071078009013E+00   0.5208069843346085E+00  -0.1234662928562003E-06
   0.2546931695107404E+00   0.3832206680979686E-01   0.1785313281909500E-01   0.5608215215512460E-01   0.5072327652416995E+00   0.5072326228169604E+00  -0.1424247391135225E-06
   0.2705126266493637E+00   0.3986295090275639E-01   0.1689055455787127E-01   0.5664132066173568E-01   0.4929455437881092E+00   0.4929453928542507E+00  -0.1509338585226061E-06
   0.2875610923014236E+00   0.4154398710501585E-01   0.1580873721250368E-01   0.5722993509130165E-01   0.4785261223199573E+00   0.4785259724091632E+00  -0.1499107940561295E-06
   0.3057749747119642E+00   0.4331716979264768E-01   0.1463507368095969E-01   0.5782211571347708E-01   0.4633194988461642E+00   0.4633193574382957E+00  -0.1414078685257891E-06
   0.3250863420568154E+00   0.4512698550039838E-01   0.1339393094413840E-01   0.5838997945174812E-01   0.4473823586079028E+00   0.4473822303459690E+00  -0.1282619337961144E-06
   0.3454230556828391E+00   0.4693660867594401E-01   0.1210832850616287E-01   0.5891351245046164E-01   0.4302816079149017E+00   0.4302814938306453E+00  -0.1140842564306688E-06
   0.3667091842208376E+00   0.4870375866387323E-01   0.1080358921101390E-01   0.5938131489456760E-01   0.4119951154339832E+00   0.4119950163011554E+00  -0.9913282783546862E-07
   0.3888652322469829E+00   0.5041493045468355E-01   0.9499644829929470E-02   0.5979152199092660E-01   0.3925748132018722E+00   0.3925747283605502E+00  -0.8484132196784344E-07
   0.4118088701600833E+00   0.5202804111285975E-01   0.8214638322691162E-02   0.6013045386612521E-01   0.3728504549219864E+00   0.3728503842067677E+00  -0.7071521868073916E-07
   0.4354545328767246E+00   0.5352571024066973E-01   0.6953418999823100E-02   0.6037893374446416E-01   0.3530538775648024E+00   0.3530538193412461E+00  -0.5822355630957787E-07
   0.4597134859568212E+00   0.5488056674006254E-01   0.5732819926883779E-02   0.6052818772252409E-01   0.3325635491404135E+00   0.3325635009324826E+00  -0.4820793092497055E-07
   0.4844950611996440E+00   0.5609028458546263E-01   0.4572290253275338E-02   0.6058529144714653E-01   0.3125412478251184E+00   0.3125412069738978E+00  -0.4085122068397951E-07
   0.5097074840476715E+00   0.5711327926639935E-01   0.3489466550416985E-02   0.6053992749022217E-01   0.2926520454451434E+00   0.2926520122135799E+00  -0.3323156350099055E-07
   0.5352571241218925E+00   0.5794412797331936E-01   0.2480655742581809E-02   0.6037573725588636E-01   0.2735129239665295E+00   0.2735128970228770E+00  -0.2694365258681941E-07
   0.5610471126201393E+00   0.5856707076330078E-01   0.1554974132477936E-02   0.6008637697574757E-01   0.2544378840499933E+00   0.2544378620881141E+00  -0.2196187914860204E-07
   0.5869809754364589E+00   0.5896769552321968E-01   0.7348248599125764E-03   0.5968274149541090E-01   0.2355564757367113E+00   0.2355564583628127E+00  -0.1737389865308359E-07
   0.6129637459686037E+00   0.5914204022421581E-01   0.2774524562997241E-04   0.5916429307815669E-01   0.2176874257619365E+00   0.2176874125869575E+00  -0.1317497902442177E-07
   0.6388987283450527E+00   0.5907646935254844E-01  -0.5708252138951579E-03   0.5851553486692157E-01   0.2007191985320060E+00   0.2007191896072608E+00  -0.8924745109606391E-08
   0.6646871313275695E+00   0.5876004533362082E-01  -0.1054586954392848E-02   0.5773083352778046E-01   0.1841487255226187E+00   0.1841487207114186E+00  -0.4811200160492746E-08
   0.6902327529163932E+00   0.5818254163991980E-01  -0.1407342884174847E-02   0.5681669636155639E-01   0.1680226859038383E+00   0.1680226859364160E+00   0.3257771830078582E-10
   0.7154443461935365E+00   0.5734061709473924E-01  -0.1631459103490975E-02   0.5576764717554231E-01   0.1531719026564306E+00   0.1531719081762916E+00   0.5519861012714955E-08
   0.7402251928652315E+00   0.5622562911991807E-01  -0.1731891267110777E-02   0.5456694624733378E-01   0.1388072893546106E+00   0.1388073007164163E+00   0.1136180574623502E-07
   0.7644799309582166E+00   0.5481496770589896E-01  -0.1691166000209458E-02   0.5321334643589088E-01   0.1242781615544924E+00   0.1242781804455941E+00   0.1889110175234965E-07
   0.7881183573694712E+00   0.5309339572070619E-01  -0.1487643253637443E-02   0.5171578540796885E-01   0.1098543474851650E+00   0.1098543796012890E+00   0.3211612392695073E-07
   0.8110624030428958E+00   0.5108644558966084E-01  -0.1133491188608810E-02   0.5007593589107044E-01   0.9752216693568240E-01   0.9752221287246225E-01   0.4593677985220701E-07
   0.8332211065256458E+00   0.4877560627395506E-01  -0.6425992118188978E-03   0.4826623825127808E-01   0.8567992833652076E-01   0.8567998961939682E-01   0.6128287606543825E-07
   0.8545008786911299E+00   0.4612779131104615E-01   0.3379833346975404E-05   0.4628226245351894E-01   0.7182791285364147E-01   0.7182800173647537E-01   0.8888283389851814E-07
   0.8748241073006338E+00   0.4315230274739985E-01   0.8228338475643680E-03   0.4414602799421967E-01   0.5675994560921190E-01   0.5676008133586616E-01   0.1357266542559299E-06
   0.8941172735058878E+00   0.3986498877998722E-01   0.1811519762318775E-02   0.4186879905942580E-01   0.4128127909081765E-01   0.4128149741636768E-01   0.2183255500345926E-06
   0.9123227623349655E+00   0.3632401675963799E-01   0.2942130149175500E-02   0.3946384361235552E-01   0.2823813269850999E-01   0.2823846325106778E-01   0.3305525577874946E-06
   0.9293504124276653E+00   0.3246744413290040E-01   0.4207758545785202E-02   0.3689031548772462E-01   0.1165619631284793E-01   0.1165664153577564E-01   0.4452229277109726E-06
   0.9451392474869750E+00   0.2835144479425536E-01   0.5574940573168201E-02   0.3415570547918633E-01  -0.8314187596523175E-02  -0.8313713912217901E-02   0.4736843052747380E-06
   0.9596503845195019E+00   0.2406413493991159E-01   0.6998292381966940E-02   0.3128174244543962E-01  -0.2636734823074442E-01  -0.2636763214051908E-01  -0.2839097746620833E-06
   0.9727548672667836E+00   0.1948234897282789E-01   0.8438760014084749E-02   0.2814989585272261E-01  -0.6498665077187175E-01  -0.6500329672776217E-01  -0.1664595589041806E-04
   0.9844363089224356E+00   0.1498613815751476E-01   0.9695256959396246E-02   0.2484921563610669E-01  -0.8681351803622911E-01  -0.8689757384290801E-01  -0.8405580667890378E-04
   0.9932865131000854E+00   0.1116454650320962E-01   0.9916818682306211E-02   0.2110866912800551E-01  -0.5942559436727046E-01  -0.5988120629437783E-01  -0.4556119271073647E-03
