TITLE = "PROPAN_10_T0"
VARIABLES="S/C","r/R","POT","CP","CPN"
ZONE T="BLADE r/R= 0.250", I=  80 F=POINT
   0.9963132581371299E+00   0.2500000000000000E+00   0.2091112318686990E-01   0.4921479428000756E+00   0.7957606903725130E+00
   0.9877442235044607E+00   0.2500000000000000E+00   0.2151285537700538E-01   0.3986561098521924E+00   0.6445885582946694E+00
   0.9767987620090234E+00   0.2500000000000000E+00   0.2205317142652825E-01   0.2972983091005625E+00   0.4807044111471190E+00
   0.9635302876859899E+00   0.2500000000000000E+00   0.2252006545438777E-01   0.2183270880270035E+00   0.3530219076246884E+00
   0.9480035347316940E+00   0.2500000000000000E+00   0.2289111994841574E-01   0.1522577852865711E+00   0.2462027602710058E+00
   0.9302942185378316E+00   0.2500000000000000E+00   0.2316541106141726E-01   0.9995694585660164E-01   0.1616475555302096E+00
   0.9104886827728487E+00   0.2500000000000000E+00   0.2334422080364120E-01   0.5687537565550404E-01   0.9200030456093225E-01
   0.8886834556995484E+00   0.2500000000000000E+00   0.2342192847293564E-01   0.2039677546782384E-01   0.3302992340368151E-01
   0.8649848029227440E+00   0.2500000000000000E+00   0.2340642492582486E-01  -0.7897585386091584E-02  -0.1270119135496458E-01
   0.8395082451264738E+00   0.2500000000000000E+00   0.2331194372759851E-01  -0.2916728809575578E-01  -0.4707252894830385E-01
   0.8123779835817670E+00   0.2500000000000000E+00   0.2314701350461326E-01  -0.4677881682528996E-01  -0.7553014237360489E-01
   0.7837264057113552E+00   0.2500000000000000E+00   0.2290968215985519E-01  -0.6929027569521039E-01  -0.1119196973064188E+00
   0.7536927781336764E+00   0.2500000000000000E+00   0.2254136333676035E-01  -0.9944401205739641E-01  -0.1606775905395956E+00
   0.7224232971371172E+00   0.2500000000000000E+00   0.2203882925669109E-01  -0.1285498664640816E+00  -0.2077422254641453E+00
   0.6900701862426599E+00   0.2500000000000000E+00   0.2140701422848651E-01  -0.1554738340051355E+00  -0.2512768719193096E+00
   0.6567909920661618E+00   0.2500000000000000E+00   0.2065361957236203E-01  -0.1808144847557409E+00  -0.2922518044491398E+00
