 TITLE = "PROPAN_70_T0"
VARIABLES="I","R","C/R","PITCH","BETA","BETAI","ALPHA","RES","CLI","CDI","CLV","CDV","CFNI","CFTI","CFND","CFTD","CFNV","CFTV"
   1     0.2048170105628489E+00   0.6442409268265186E+00   0.5978471616173189E+02   0.4741026345715400E+02   0.5217233290928624E+02   0.7612383252445653E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4727065173052569E+00  -0.5920803104296835E+00   0.4737662822422284E+00  -0.6000098058914619E+00   0.4737662822422284E+00  -0.6000098058914619E+00
   2     0.2151791429283925E+00   0.6534111482668442E+00   0.5853432747778539E+02   0.4599902281713285E+02   0.5133304179281060E+02   0.7201285684974792E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4644565601622591E+00  -0.5755797791582294E+00   0.4654594041304754E+00  -0.5835166742674905E+00   0.4654594041304754E+00  -0.5835166742674905E+00
   3     0.2269768122337529E+00   0.6638016146828288E+00   0.5714937424376545E+02   0.4447011832980694E+02   0.5043242207514433E+02   0.6716952168621120E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4623120123719243E+00  -0.5668040124379855E+00   0.4632477290322310E+00  -0.5747491011304813E+00   0.4632477290322310E+00  -0.5747491011304813E+00
   4     0.2401660084161170E+00   0.6753542362035795E+00   0.5564949510259467E+02   0.4285399290198751E+02   0.4939541872218012E+02   0.6254076380414553E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4609761182499676E+00  -0.5571728459593315E+00   0.4618476190337026E+00  -0.5651252346812156E+00   0.4618476190337026E+00  -0.5651252346812156E+00
   5     0.2546975304564175E+00   0.6880063992873027E+00   0.5405549728363422E+02   0.4118039275845037E+02   0.4822883112730044E+02   0.5826666156333779E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4594894954862879E+00  -0.5450661607386519E+00   0.4603016500132285E+00  -0.5530248292846066E+00   0.4603016500132285E+00  -0.5530248292846066E+00
   6     0.2705171699189698E+00   0.7016900943132696E+00   0.5238874566438880E+02   0.3947726479159775E+02   0.4694709316148554E+02   0.5441652502903260E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4571576945870132E+00  -0.5297903750521487E+00   0.4579163508699823E+00  -0.5377543213505808E+00   0.4579163508699823E+00  -0.5377543213505808E+00
   7     0.2875659131707918E+00   0.7163234374234215E+00   0.5067037148664774E+02   0.3776987536948882E+02   0.4556972560117646E+02   0.5100645885471280E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4531617696718284E+00  -0.5110760457478845E+00   0.4538730138723122E+00  -0.5190443662539433E+00   0.4538730138723122E+00  -0.5190443662539433E+00
   8     0.3057801615262467E+00   0.7318577988943737E+00   0.4892069485304687E+02   0.3608020131917835E+02   0.4412590831019864E+02   0.4794786542848229E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4473035849708639E+00  -0.4900206108318289E+00   0.4479722823317843E+00  -0.4979926145849325E+00   0.4479722823317843E+00  -0.4979926145849325E+00
   9     0.3250919684957800E+00   0.7482989406790037E+00   0.4715898392293437E+02   0.3442660569866523E+02   0.4265257183808785E+02   0.4506412084846517E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4393674593806737E+00  -0.4671147046120999E+00   0.4399960246786053E+00  -0.4750899729879125E+00   0.4399960246786053E+00  -0.4750899729879125E+00
  10     0.3454292932537197E+00   0.7655132208942791E+00   0.4540294882340775E+02   0.3282377615672570E+02   0.4118149022708496E+02   0.4221458596322790E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.4292380006226188E+00  -0.4410900847298236E+00   0.4298268942974239E+00  -0.4490683805528534E+00   0.4298268942974239E+00  -0.4490683805528534E+00
