TITLE = "PROPAN_60_T0"
VARIABLES="S/C","r/R","POT","CP","CPN"
ZONE T="BLADE r/R= 0.250", I=  80 F=POINT
   0.9963132581371299E+00   0.2500000000000000E+00   0.1426154116556451E-01   0.5488012283214134E+00   0.5360809160490493E+00
   0.9877442235044607E+00   0.2500000000000000E+00   0.1491728453349473E-01   0.4800866561797295E+00   0.4689028757574462E+00
   0.9767987620090234E+00   0.2500000000000000E+00   0.1560083172233536E-01   0.4056479377545688E+00   0.3961345220922092E+00
   0.9635302876859899E+00   0.2500000000000000E+00   0.1630190600677655E-01   0.3485509496549856E+00   0.3403290897584668E+00
   0.9480035347316940E+00   0.2500000000000000E+00   0.1699832672009500E-01   0.3016325303865427E+00   0.2944727400218888E+00
   0.9302942185378316E+00   0.2500000000000000E+00   0.1768312370922053E-01   0.2648182970964119E+00   0.2584942553959917E+00
   0.9104886827728487E+00   0.2500000000000000E+00   0.1835449454734874E-01   0.2347462567449729E+00   0.2291076775855841E+00
   0.8886834556995484E+00   0.2500000000000000E+00   0.1900548380555315E-01   0.2101642711660902E+00   0.2050929999734669E+00
   0.8649848029227440E+00   0.2500000000000000E+00   0.1963727626542613E-01   0.1919585256782387E+00   0.1873201815101279E+00
   0.8395082451264738E+00   0.2500000000000000E+00   0.2025654121890355E-01   0.1791638966910236E+00   0.1748378069214111E+00
   0.8123779835817670E+00   0.2500000000000000E+00   0.2086935535068696E-01   0.1697823597842385E+00   0.1656943403063380E+00
   0.7837264057113552E+00   0.2500000000000000E+00   0.2147743404935696E-01   0.1553226573460790E+00   0.1515815829067182E+00
   0.7536927781336764E+00   0.2500000000000000E+00   0.2203757357635218E-01   0.1363670184271260E+00   0.1330722306105472E+00
   0.7224232971371172E+00   0.2500000000000000E+00   0.2253431290506759E-01   0.1177883894642883E+00   0.1149324705330671E+00
   0.6900701862426599E+00   0.2500000000000000E+00   0.2296251547794554E-01   0.1008392911381172E+00   0.9838777203996753E-01
   0.6567909920661618E+00   0.2500000000000000E+00   0.2332003702613424E-01   0.8431675848188692E-01   0.8226226865041800E-01
   0.6227476380677438E+00   0.2500000000000000E+00   0.2359812276431637E-01   0.6907517278742588E-01   0.6739101778066896E-01
   0.5881059626103556E+00   0.2500000000000000E+00   0.2379765405330344E-01   0.5575619381300250E-01   0.5440221985400326E-01
   0.5530346866285583E+00   0.2500000000000000E+00   0.2392023426412974E-01   0.4388949720755567E-01   0.4283524265489834E-01
   0.5177046411461946E+00   0.2500000000000000E+00   0.2396561467514942E-01   0.3312439395829804E-01   0.3234715703741876E-01
   0.4822879500126500E+00   0.2500000000000000E+00   0.2393422745235439E-01   0.2286606818490114E-01   0.2235751955203471E-01
   0.4469570878416186E+00   0.2500000000000000E+00   0.2382323307288377E-01   0.1490157680760674E-01   0.1460956679470798E-01
   0.4118842834131183E+00   0.2500000000000000E+00   0.2364196928518226E-01   0.1313368867875728E-01   0.1291643032343712E-01
   0.3772408744532979E+00   0.2500000000000000E+00   0.2342065957293684E-01   0.1147214326181995E-01   0.1132811009206201E-01
   0.3431953435098329E+00   0.2500000000000000E+00   0.2315325006214886E-01   0.9646011212332429E-02   0.9577346244064675E-02
   0.3099136713239791E+00   0.2500000000000000E+00   0.2284295137387241E-01   0.8687758379363348E-02   0.8674410966991244E-02
   0.2775580817113529E+00   0.2500000000000000E+00   0.2249609584154622E-01   0.8933752453896835E-02   0.8945371944909221E-02
   0.2462862702820428E+00   0.2500000000000000E+00   0.2211967604311434E-01   0.1034431702525985E-01   0.1035211802758467E-01
   0.2162506344469138E+00   0.2500000000000000E+00   0.2171964100280453E-01   0.1259561892948826E-01   0.1257941489222369E-01
   0.1875974744811207E+00   0.2500000000000000E+00   0.2129821985299960E-01   0.2247118232336329E-01   0.2224862162735671E-01
   0.1604666594876369E+00   0.2500000000000000E+00   0.2088596508821835E-01   0.3826319993632546E-01   0.3769751356181796E-01
   0.1349903407228398E+00   0.2500000000000000E+00   0.2050001287207405E-01   0.5677315299305697E-01   0.5580080466838881E-01
   0.1112925683244968E+00   0.2500000000000000E+00   0.2014359973446261E-01   0.8066145245757494E-01   0.7915618498469930E-01
   0.8948882053057479E-01   0.2500000000000000E+00   0.1982599362950258E-01   0.1140683721078277E+00   0.1118066521007151E+00
   0.6968535068234431E-01   0.2500000000000000E+00   0.1956064061471621E-01   0.1603680010523411E+00   0.1570487929002543E+00
   0.5197861349283403E-01   0.2500000000000000E+00   0.1936363727640864E-01   0.2198529490292184E+00   0.2151703439447236E+00
   0.3645480579942681E-01   0.2500000000000000E+00   0.1923508214720763E-01   0.3035905834594955E+00   0.2969835998105328E+00
   0.2318964937044028E-01   0.2500000000000000E+00   0.1918150418745944E-01   0.4309336212715676E+00   0.4213492605175948E+00
   0.1224786349830636E-01   0.2500000000000000E+00   0.1921562168102530E-01   0.6117952653922878E+00   0.5979722535844882E+00
   0.3684271466560080E-02   0.2500000000000000E+00   0.1928920145805545E-01   0.9983359963169169E+00   0.9756850870619110E+00
   0.3688321993570054E-02   0.2500000000000000E+00   0.2044682075412999E-01  -0.1514784155454384E+00  -0.1484109325567325E+00
   0.1225705903810438E-01   0.2500000000000000E+00   0.2196177402805617E-01  -0.8446623657089163E+00  -0.8251329109711116E+00
   0.2320124455985178E-01   0.2500000000000000E+00   0.2323851870943552E-01  -0.9306554128417148E+00  -0.9087890569776131E+00
   0.3646764066557959E-01   0.2500000000000000E+00   0.2463329782948015E-01  -0.9650923039742115E+00  -0.9422597884401438E+00
   0.5199160159716439E-01   0.2500000000000000E+00   0.2616467037974245E-01  -0.9724471822801239E+00  -0.9493985765826570E+00
   0.6969762154076378E-01   0.2500000000000000E+00   0.2784698783906416E-01  -0.9735586882454391E+00  -0.9504743070915960E+00
   0.8949951633554766E-01   0.2500000000000000E+00   0.2967956091243286E-01  -0.9673659203386188E+00  -0.9444404229687200E+00
   0.1113008858069797E+00   0.2500000000000000E+00   0.3164614192044648E-01  -0.9509523509066683E+00  -0.9284569638282550E+00
   0.1349955814289127E+00   0.2500000000000000E+00   0.3372251403447538E-01  -0.9254299196441199E+00  -0.9035908065961686E+00
   0.1604682093509857E+00   0.2500000000000000E+00   0.3588509067055438E-01  -0.8987718821586391E+00  -0.8776198453074944E+00
