TITLE = "PROPAN_83_T0"
VARIABLES="S/C","r/R","POT","CP","CPN"
ZONE T="BLADE r/R= 0.250", I=  80 F=POINT
   0.9963132581371299E+00   0.2500000000000000E+00   0.1811659248716407E-01   0.5116137727325846E+00   0.6706147524350424E+00
   0.9877442235044607E+00   0.2500000000000000E+00   0.1874161228513521E-01   0.4256930634423833E+00   0.5579685906777984E+00
   0.9767987620090234E+00   0.2500000000000000E+00   0.1934234830758402E-01   0.3326400567163861E+00   0.4359782972536390E+00
   0.9635302876859899E+00   0.2500000000000000E+00   0.1990754040434600E-01   0.2604823920374491E+00   0.3413885252708508E+00
   0.9480035347316940E+00   0.2500000000000000E+00   0.2041488019671629E-01   0.2004669471911885E+00   0.2627179528490901E+00
   0.9302942185378316E+00   0.2500000000000000E+00   0.2086092492879948E-01   0.1531127132319282E+00   0.2006471690365748E+00
   0.9104886827728487E+00   0.2500000000000000E+00   0.2124567396698559E-01   0.1142428889140961E+00   0.1497003596538557E+00
   0.8886834556995484E+00   0.2500000000000000E+00   0.2156295436346320E-01   0.8173247595968598E-01   0.1070931096152747E+00
   0.8649848029227440E+00   0.2500000000000000E+00   0.2181786091567545E-01   0.5689598545403327E-01   0.7455363886069725E-01
   0.8395082451264738E+00   0.2500000000000000E+00   0.2202147358669376E-01   0.3862295093417168E-01   0.5062014695630592E-01
   0.8123779835817670E+00   0.2500000000000000E+00   0.2218130192999694E-01   0.2400291879029463E-01   0.3147609181367319E-01
   0.7837264057113552E+00   0.2500000000000000E+00   0.2229693005898169E-01   0.4337691045403284E-02   0.5709750640575454E-02
   0.7536927781336764E+00   0.2500000000000000E+00   0.2231619900383396E-01  -0.2185490130847793E-01  -0.2862125337010545E-01
   0.7224232971371172E+00   0.2500000000000000E+00   0.2223077895236043E-01  -0.4723682176375418E-01  -0.6188987393563016E-01
   0.6900701862426599E+00   0.2500000000000000E+00   0.2204140528533540E-01  -0.7061407257732863E-01  -0.9252822010050081E-01
   0.6567909920661618E+00   0.2500000000000000E+00   0.2175167513811004E-01  -0.9281549747703935E-01  -0.1216242980397970E+00
   0.6227476380677438E+00   0.2500000000000000E+00   0.2135871277226054E-01  -0.1137574164051923E+00  -0.1490692854047783E+00
   0.5881059626103556E+00   0.2500000000000000E+00   0.2086842441622677E-01  -0.1327030035588183E+00  -0.1738933249813424E+00
