TITLE = "PROPAN_90"
VARIABLES="r/R","POTW","POT(1)","POT(N)","CP(1)","CP(N)","DELTACP"
ZONE T="BLADE WAKE T=0", I=    40 F=POINT
   0.2048128391434165E+00   0.2718155995755924E-01   0.2101020392417586E-01   0.4806616887226567E-01   0.5420006427214346E+00   0.5419834931530263E+00  -0.1714956840825899E-04
   0.2151749671421523E+00   0.2750225264840183E-01   0.2074169378192788E-01   0.4822454217082375E-01   0.5338124887840409E+00   0.5338141684965939E+00   0.1679712553048773E-05
   0.2269726146632658E+00   0.2821129730450197E-01   0.2031592107234730E-01   0.4848555130724407E-01   0.5231740359992014E+00   0.5231793661714323E+00   0.5330172230921804E-05
   0.2401617556880984E+00   0.2914603485344389E-01   0.1973120350617061E-01   0.4882120168214079E-01   0.5119616191787623E+00   0.5119670818508512E+00   0.5462672088896170E-05
   0.2546931695107404E+00   0.3028674826731742E-01   0.1899812082715577E-01   0.4921138093052090E-01   0.4989443256663827E+00   0.4989482612905390E+00   0.3935624156292672E-05
   0.2705126266493637E+00   0.3159263529258111E-01   0.1813195879412123E-01   0.4963551455750350E-01   0.4848166207707281E+00   0.4848181001085952E+00   0.1479337867149599E-05
   0.2875610923014236E+00   0.3301148952553767E-01   0.1715697200203150E-01   0.5007150841474106E-01   0.4701462608451634E+00   0.4701458444387266E+00  -0.4164064367762066E-06
   0.3057749747119642E+00   0.3450167475581606E-01   0.1609768562846463E-01   0.5049760583664450E-01   0.4544968191326225E+00   0.4544947227060426E+00  -0.2096426579889510E-05
   0.3250863420568154E+00   0.3601589062153684E-01   0.1497567846912909E-01   0.5089051118801496E-01   0.4380329677915233E+00   0.4380302482843795E+00  -0.2719507143866817E-05
   0.3454230556828391E+00   0.3752457803378481E-01   0.1381109959560636E-01   0.5123471295562753E-01   0.4204530184285727E+00   0.4204494721768510E+00  -0.3546251721719962E-05
   0.3667091842208376E+00   0.3899185444385358E-01   0.1262671014011427E-01   0.5152344653005309E-01   0.4017801145484492E+00   0.4017768759117608E+00  -0.3238636688440710E-05
   0.3888652322469829E+00   0.4041296650269426E-01   0.1143927082832822E-01   0.5175972361382414E-01   0.3821531919112389E+00   0.3821496528551396E+00  -0.3539056099288729E-05
   0.4118088701600833E+00   0.4175251529681212E-01   0.1026450598550810E-01   0.5193441510357868E-01   0.3623504055945503E+00   0.3623474237251829E+00  -0.2981869367424395E-05
   0.4354545328767246E+00   0.4299954144574671E-01   0.9105033771231622E-02   0.5203212944774581E-01   0.3426358118183690E+00   0.3426334206049595E+00  -0.2391213409502768E-05
