 TITLE = "PROPAN_83_T0"
VARIABLES="I","R","C/R","PITCH","BETA","BETAI","ALPHA","RES","CLI","CDI","CLV","CDV","CFNI","CFTI","CFND","CFTD","CFNV","CFTV"
   1     0.2048170105628489E+00   0.6442409268265186E+00   0.5978471616173189E+02   0.5231567496304027E+02   0.5265320159474920E+02   0.7131514566982695E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2922429797509563E+00  -0.3548420504501262E+00   0.2932361579372389E+00  -0.3627801608732868E+00   0.2932361579372389E+00  -0.3627801608732868E+00
   2     0.2151791429283925E+00   0.6534111482668442E+00   0.5853432747778539E+02   0.5093960387199111E+02   0.5192213032082853E+02   0.6612197156956860E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2904357612618062E+00  -0.3495546915525914E+00   0.2913569502028133E+00  -0.3575014777542559E+00   0.2913569502028133E+00  -0.3575014777542559E+00
   3     0.2269768122337529E+00   0.6638016146828288E+00   0.5714937424376545E+02   0.4943565335314101E+02   0.5115534056135025E+02   0.5994033682415200E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2925698708411804E+00  -0.3494203258243649E+00   0.2934052700512637E+00  -0.3573765880221430E+00   0.2934052700512637E+00  -0.3573765880221430E+00
   4     0.2401660084161170E+00   0.6753542362035795E+00   0.5564949510259467E+02   0.4783076040805152E+02   0.5026769862713374E+02   0.5381796475460931E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2952343699599085E+00  -0.3488124666166383E+00   0.2959847060171094E+00  -0.3567772011257896E+00   0.2959847060171094E+00  -0.3567772011257896E+00
   5     0.2546975304564175E+00   0.6880063992873027E+00   0.5405549728363422E+02   0.4615210998886572E+02   0.4925805023966239E+02   0.4797447043971829E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2978255196934203E+00  -0.3466144561128314E+00   0.2984945872296627E+00  -0.3545864288067100E+00   0.2984945872296627E+00  -0.3545864288067100E+00
   6     0.2705171699189698E+00   0.7016900943132696E+00   0.5238874566438880E+02   0.4442616915672492E+02   0.4813099170520422E+02   0.4257753959184576E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2997185497602033E+00  -0.3421024103925392E+00   0.3003124973561705E+00  -0.3500803315662063E+00   0.3003124973561705E+00  -0.3500803315662063E+00
   7     0.2875659131707918E+00   0.7163234374234215E+00   0.5067037148664774E+02   0.4267781849563815E+02   0.4689604722910206E+02   0.3774324257545679E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.3002675342564862E+00  -0.3350054080174651E+00   0.3007941482783784E+00  -0.3429880565548834E+00   0.3007941482783784E+00  -0.3429880565548834E+00
   8     0.3057801615262467E+00   0.7318577988943737E+00   0.4892069485304687E+02   0.4092964507245842E+02   0.4557451093689185E+02   0.3346183916155013E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2992887299725153E+00  -0.3258709350514284E+00   0.2997556798362953E+00  -0.3338572957886301E+00   0.2997556798362953E+00  -0.3338572957886301E+00
   9     0.3250919684957800E+00   0.7482989406790037E+00   0.4715898392293437E+02   0.3920143893386289E+02   0.4419591380726009E+02   0.2963070115674277E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2964540335488409E+00  -0.3146330655761505E+00   0.2968675717942257E+00  -0.3226223700589952E+00   0.2968675717942257E+00  -0.3226223700589952E+00
  10     0.3454292932537197E+00   0.7655132208942791E+00   0.4540294882340775E+02   0.3750990783463185E+02   0.4278597460954450E+02   0.2616974213863244E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2915762442021519E+00  -0.3002925104662424E+00   0.2919415156987861E+00  -0.3082841671614306E+00   0.2919415156987861E+00  -0.3082841671614306E+00
