 TITLE = "PROPAN_90_T0"
VARIABLES="I","R","C/R","PITCH","BETA","BETAI","ALPHA","RES","CLI","CDI","CLV","CDV","CFNI","CFTI","CFND","CFTD","CFNV","CFTV"
   1     0.2048170105628489E+00   0.6442409268265186E+00   0.5978471616173189E+02   0.5443727029883529E+02   0.5234461272742725E+02   0.7440103434304639E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2147581776443508E+00  -0.2494836765948064E+00   0.2157940950225928E+00  -0.2574163227602077E+00   0.2157940950225928E+00  -0.2574163227602077E+00
   2     0.2151791429283925E+00   0.6534111482668442E+00   0.5853432747778539E+02   0.5308916817797365E+02   0.5171939797069068E+02   0.6814929507094710E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2154273437581932E+00  -0.2483497436688269E+00   0.2163766453611339E+00  -0.2562932206447270E+00   0.2163766453611339E+00  -0.2562932206447270E+00
   3     0.2269768122337529E+00   0.6638016146828288E+00   0.5714937424376545E+02   0.5161026605617928E+02   0.5108148831934166E+02   0.6067885924423791E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2191126529885978E+00  -0.2512372393430254E+00   0.2199583068436402E+00  -0.2591924181315538E+00   0.2199583068436402E+00  -0.2591924181315538E+00
   4     0.2401660084161170E+00   0.6753542362035795E+00   0.5564949510259467E+02   0.5002563374595000E+02   0.5033417268976223E+02   0.5315322412832437E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2231673622406144E+00  -0.2538096865828084E+00   0.2239084571795296E+00  -0.2617752862646601E+00   0.2239084571795296E+00  -0.2617752862646601E+00
   5     0.2546975304564175E+00   0.6880063992873027E+00   0.5405549728363422E+02   0.4836091721987200E+02   0.4946945180831124E+02   0.4586045475322976E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2271382088902988E+00  -0.2551855173459159E+00   0.2277778581228058E+00  -0.2631599043981822E+00   0.2277778581228058E+00  -0.2631599043981822E+00
   6     0.2705171699189698E+00   0.7016900943132696E+00   0.5238874566438880E+02   0.4664146474409591E+02   0.4848368019259182E+02   0.3905065471796981E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2304427021246769E+00  -0.2546722277951449E+00   0.2309875300833119E+00  -0.2626536538892392E+00   0.2309875300833119E+00  -0.2626536538892392E+00
   7     0.2875659131707918E+00   0.7163234374234215E+00   0.5067037148664774E+02   0.4489150440724029E+02   0.4737861700782202E+02   0.3291754478825723E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2325150876737349E+00  -0.2520256299628170E+00   0.2329744505017556E+00  -0.2600124306860248E+00   0.2329744505017556E+00  -0.2600124306860248E+00
   8     0.3057801615262467E+00   0.7318577988943737E+00   0.4892069485304687E+02   0.4313343554067168E+02   0.4616976378120928E+02   0.2750931071837591E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2332082068886809E+00  -0.2476070996002548E+00   0.2335921617692419E+00  -0.2555978804538194E+00   0.2335921617692419E+00  -0.2555978804538194E+00
   9     0.3250919684957800E+00   0.7482989406790037E+00   0.4715898392293437E+02   0.4138728170451870E+02   0.4488165587192753E+02   0.2277328051006833E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2321769684846503E+00  -0.2411545624963110E+00   0.2324948597488199E+00  -0.2491482440726665E+00   0.2324948597488199E+00  -0.2491482440726665E+00
  10     0.3454292932537197E+00   0.7655132208942791E+00   0.4540294882340775E+02   0.3967033121745420E+02   0.4353630361939975E+02   0.1866645204008002E+01   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.8000000000000000E-02   0.2291838883459124E+00  -0.2317369371843389E+00   0.2294444750807060E+00  -0.2397326919675754E+00   0.2294444750807060E+00  -0.2397326919675754E+00
