TITLE = "PROPAN_10"
VARIABLES="r/R","POTW","POT(1)","POT(N)","CP(1)","CP(N)","DELTACP"
ZONE T="BLADE WAKE T=0", I=    40 F=POINT
   0.2048128391434165E+00   0.1595582141332649E-01   0.2238025176969286E-01   0.3827140284224179E-01   0.5255645744845077E+00   0.5255678202138794E+00   0.3245729371714745E-05
   0.2151749671421523E+00   0.1621921292185137E-01   0.2215845361881009E-01   0.3837378452199536E-01   0.5193759168107003E+00   0.5193801348023187E+00   0.4217991618427064E-05
   0.2269726146632658E+00   0.1675664318286070E-01   0.2180694280366826E-01   0.3854009213668857E-01   0.5105723294810317E+00   0.5105771376537860E+00   0.4808172754278139E-05
   0.2401617556880984E+00   0.1744988327598994E-01   0.2132340492574439E-01   0.3874193057597296E-01   0.5005757645871909E+00   0.5005693440669285E+00  -0.6420520262340190E-05
   0.2546931695107404E+00   0.1829114775203081E-01   0.2071465374754868E-01   0.3896241181469205E-01   0.4881317343069854E+00   0.4881315030560633E+00  -0.2312509220225856E-06
   0.2705126266493637E+00   0.1924620211296107E-01   0.1999241287487667E-01   0.3918502152675528E-01   0.4741842167091351E+00   0.4741878422366099E+00   0.3625527474793167E-05
   0.2875610923014236E+00   0.2027402071019463E-01   0.1917677584114065E-01   0.3939337065759749E-01   0.4592520305077086E+00   0.4592496154997726E+00  -0.2415007936018565E-05
   0.3057749747119642E+00   0.2134234022170296E-01   0.1828801002596483E-01   0.3957183015061029E-01   0.4431526991258973E+00   0.4431493012779106E+00  -0.3397847986641445E-05
   0.3250863420568154E+00   0.2241609104063547E-01   0.1734354377756167E-01   0.3970393773582673E-01   0.4261599328552693E+00   0.4261603378294487E+00   0.4049741794132089E-06
   0.3454230556828391E+00   0.2347656970169352E-01   0.1635924809869447E-01   0.3978089275286698E-01   0.4081227184325719E+00   0.4081230421356672E+00   0.3237030953839870E-06
   0.3667091842208376E+00   0.2449732075535755E-01   0.1535409416515381E-01   0.3980281035901857E-01   0.3891073235331613E+00   0.3891113141212431E+00   0.3990588081759228E-05
   0.3888652322469829E+00   0.2548660171928006E-01   0.1434013537306170E-01   0.3977995233711823E-01   0.3693655692040878E+00   0.3693685105743761E+00   0.2941370288389589E-05
   0.4118088701600833E+00   0.2641883635925666E-01   0.1332952843111316E-01   0.3970993591871722E-01   0.3495937181471146E+00   0.3495973580905881E+00   0.3639943473465745E-05
   0.4354545328767246E+00   0.2729264840840340E-01   0.1232157221981727E-01   0.3958300848852411E-01   0.3300980737223048E+00   0.3300963037127468E+00  -0.1770009557977570E-05
   0.4597134859568212E+00   0.2808879035245547E-01   0.1132868824381318E-01   0.3939706841229530E-01   0.3100868165480795E+00   0.3100859403340052E+00  -0.8762140742968327E-06
   0.4844950611996440E+00   0.2882190719612845E-01   0.1036570367734944E-01   0.3916805263731943E-01   0.2909436685512358E+00   0.2909428567222868E+00  -0.8118289490099961E-06
   0.5097074840476715E+00   0.2945522220917539E-01   0.9447695993817966E-02   0.3889075477349695E-01   0.2720690792000601E+00   0.2720694003854969E+00   0.3211854368023737E-06
   0.5352571241218925E+00   0.2999216270748375E-01   0.8568156088642861E-02   0.3855449370148861E-01   0.2540902203821528E+00   0.2540882099583253E+00  -0.2010423827469854E-05
   0.5610471126201393E+00   0.3042237912876870E-01   0.7733516229599255E-02   0.3815614734527784E-01   0.2363150099288887E+00   0.2363158612086161E+00   0.8512797274595751E-06
   0.5869809754364589E+00   0.3073892094507454E-01   0.6962578963754122E-02   0.3770889854081005E-01   0.2188372358664929E+00   0.2188367216281049E+00  -0.5142383879552792E-06
   0.6129637459686037E+00   0.3093976294201762E-01   0.6260863413997125E-02   0.3721424861208891E-01   0.2023932241662378E+00   0.2023943423678590E+00   0.1118201621241877E-05
   0.6388987283450527E+00   0.3101592358258594E-01   0.5622449112066669E-02   0.3665856502860698E-01   0.1869223331851949E+00   0.1869221865922224E+00  -0.1465929724553394E-06
   0.6646871313275695E+00   0.3095659144312067E-01   0.5052764964533562E-02   0.3603647503591972E-01   0.1718492505578602E+00   0.1718473071876279E+00  -0.1943370232238006E-05
   0.6902327529163932E+00   0.3075324950604619E-01   0.4566411900812595E-02   0.3535405199233078E-01   0.1572484277816326E+00   0.1572466806860704E+00  -0.1747095562221190E-05
   0.7154443461935365E+00   0.3040239100638686E-01   0.4160385672931001E-02   0.3460500456793932E-01   0.1439063167463437E+00   0.1439053633340259E+00  -0.9534123178167597E-06
   0.7402251928652315E+00   0.2989368274361048E-01   0.3828830790248379E-02   0.3377169972617386E-01   0.1310753947135554E+00   0.1310760391823368E+00   0.6444687814244343E-06
   0.7644799309582166E+00   0.2920601235637978E-01   0.3588143684502255E-02   0.3285177797181371E-01   0.1181880631614875E+00   0.1181869283489496E+00  -0.1134812537939567E-05
   0.7881183573694712E+00   0.2832446739245235E-01   0.3459245264736407E-02   0.3185227132490069E-01   0.1055755537166974E+00   0.1055747259394299E+00  -0.8277772675369111E-06
   0.8110624030428958E+00   0.2726258975374397E-01   0.3431950388744751E-02   0.3076992717746528E-01   0.9492228702903117E-01   0.9492264133258388E-01   0.3543035527048266E-06
   0.8332211065256458E+00   0.2600859941310799E-01   0.3489084236767569E-02   0.2957839883938379E-01   0.8480939377690611E-01   0.8480903813742370E-01  -0.3556394824050235E-06
   0.8545008786911299E+00   0.2453828046740010E-01   0.3646258869686185E-02   0.2827552391816121E-01   0.7323085385867664E-01   0.7323013276038261E-01  -0.7210982940347721E-06
   0.8748241073006338E+00   0.2285517386914955E-01   0.3922709360835551E-02   0.2688111400979100E-01   0.6089032848593299E-01   0.6089231170309607E-01   0.1983217163083195E-05
   0.8941172735058878E+00   0.2097245621070805E-01   0.4315104876236590E-02   0.2540436053807971E-01   0.4874149009026577E-01   0.4874253437670283E-01   0.1044286437060227E-05
   0.9123227623349655E+00   0.1893628956985155E-01   0.4796371707902535E-02   0.2385362664016296E-01   0.3883663995756804E-01   0.3883742688167275E-01   0.7869241047120390E-06
   0.9293504124276653E+00   0.1671673250091689E-01   0.5351941054047358E-02   0.2220062522431951E-01   0.2723164438400945E-01   0.2723225807097882E-01   0.6136869693702807E-06
   0.9451392474869750E+00   0.1436133673184945E-01   0.5951084372569570E-02   0.2045328358429572E-01   0.1436882263324835E-01   0.1436793274895537E-01  -0.8898842929795647E-06
