TITLE = "PROPAN_70"
VARIABLES="r/R","POTW","POT(1)","POT(N)","CP(1)","CP(N)","DELTACP"
ZONE T="BLADE WAKE T=0", I=    40 F=POINT
   0.2048128391434165E+00   0.4962917267499366E-01   0.1829673855611816E-01   0.6767867527306766E-01   0.5892484499805775E+00   0.5892484883997489E+00   0.3841917139979500E-07
   0.2151749671421523E+00   0.5006271013377077E-01   0.1793524338600588E-01   0.6794859798578295E-01   0.5745156220941184E+00   0.5745156362534134E+00   0.1415929495873769E-07
   0.2269726146632658E+00   0.5111235214818835E-01   0.1736164094671342E-01   0.6839834586569031E-01   0.5573508214748270E+00   0.5573508351112416E+00   0.1363641466411991E-07
   0.2401617556880984E+00   0.5252822944354838E-01   0.1657514864673415E-01   0.6900110250288070E-01   0.5416400297391361E+00   0.5416400452338486E+00   0.1549471251305334E-07
   0.2546931695107404E+00   0.5426655125413469E-01   0.1559378398822986E-01   0.6973040329327260E-01   0.5264035942542907E+00   0.5264036116639770E+00   0.1740968624819317E-07
   0.2705126266493637E+00   0.5627393268859623E-01   0.1443979913590567E-01   0.7055771654303077E-01   0.5116751551031818E+00   0.5116751733417203E+00   0.1823853845728252E-07
   0.2875610923014236E+00   0.5847605394080706E-01   0.1314568886868186E-01   0.7144961711611067E-01   0.4979610757257371E+00   0.4979610938693225E+00   0.1814358535634497E-07
   0.3057749747119642E+00   0.6081216880110249E-01   0.1174455929885088E-01   0.7237201469691706E-01   0.4840366067736435E+00   0.4840366241739318E+00   0.1740028832131202E-07
   0.3250863420568154E+00   0.6321034207188191E-01   0.1026634775493808E-01   0.7328787785600399E-01   0.4696299213724044E+00   0.4696299373273718E+00   0.1595496745832037E-07
   0.3454230556828391E+00   0.6561926896939915E-01   0.8739802355065418E-02   0.7416821767913398E-01   0.4539543430359928E+00   0.4539543573836530E+00   0.1434766022656575E-07
   0.3667091842208376E+00   0.6798375445795657E-01   0.7195396162067002E-02   0.7499235921507710E-01   0.4368545199214911E+00   0.4368545325745231E+00   0.1265303195552292E-07
   0.3888652322469829E+00   0.7027277924587567E-01   0.5659414203852316E-02   0.7574869345868804E-01   0.4181810557882967E+00   0.4181810667049963E+00   0.1091669959984998E-07
   0.4118088701600833E+00   0.7243072240308041E-01   0.4154878315520424E-02   0.7641442365310945E-01   0.3988577339852197E+00   0.3988577431992360E+00   0.9214016327696584E-08
