TITLE = "PROPAN_90"
VARIABLES="X0" "Y0" "Z0" "POT" "SOURCE" "VT1" "VT2" "VTT1" "VTT2" "CP" "CPN"
ZONE T="BLADE T=0" F=POINT, I=    80 J=    40
   0.2766566925993824E+00   0.1452094558067836E+00   0.1444332803637716E+00   0.2101020392417586E-01   0.6720666134129247E-01   0.1078655210877019E+00  -0.1590522188704566E-01  -0.2378222252207187E+00  -0.1550024510070338E-01   0.5420006427214346E+00   0.6634076553309461E+00
   0.2727045943279002E+00   0.1481242916767682E+00   0.1414335871918461E+00   0.2156054849692159E-01   0.6785732878507927E-01   0.8340593869097578E-01  -0.1454206162919185E-01  -0.2621512459852496E+00  -0.1473997521183275E-01   0.4440925470604594E+00   0.5435574230413368E+00
   0.2676581037104387E+00   0.1517593789489364E+00   0.1375145668140790E+00   0.2205885022097580E-01   0.6762530071418103E-01   0.5989577952826405E-01  -0.1226595191324776E-01  -0.2857010416807026E+00  -0.1325580488133609E-01   0.3403763544758842E+00   0.4166011572055468E+00
   0.2615256025058074E+00   0.1560106946050228E+00   0.1326585779491507E+00   0.2250709085620164E-01   0.6576692036666960E-01   0.4397580404656718E-01  -0.1012825467188175E-01  -0.3019704137745620E+00  -0.1205710035418540E-01   0.2635019009459784E+00   0.3225020498787491E+00
   0.2543002134756127E+00   0.1607369073947830E+00   0.1268763781817098E+00   0.2288685171091583E-01   0.6147894600149639E-01   0.3174684285483585E-01  -0.8615638442923410E-02  -0.3149750477039283E+00  -0.1151344719134425E-01   0.1988827940374919E+00   0.2434070197440511E+00
   0.2459830226381219E+00   0.1657898692641613E+00   0.1201825551262447E+00   0.2319748351464740E-01   0.5709508161619873E-01   0.2246666332236997E-01  -0.7500941306841299E-02  -0.3249893149151092E+00  -0.1134553489656125E-01   0.1472053869136628E+00   0.1801549234851778E+00
   0.2365988751825891E+00   0.1710336749384114E+00   0.1125772677757253E+00   0.2343715269062322E-01   0.5295598852587761E-01   0.1489494560949277E-01  -0.6725937857600127E-02  -0.3331991137463510E+00  -0.1147009779341377E-01   0.1035765061609841E+00   0.1267563694643647E+00
   0.2261739673163505E+00   0.1763232793376417E+00   0.1040788009338517E+00   0.2360005475346242E-01   0.4827626755095420E-01   0.8627427171028594E-02  -0.6228979917421255E-02  -0.3401298664823005E+00  -0.1172502444564914E-01   0.6586410567584437E-01   0.8060162569568365E-01
   0.2147347354013497E+00   0.1815080610323355E+00   0.9472818466975404E-01   0.2369033951738248E-01   0.4336388167901337E-01   0.3749621388476215E-02  -0.5840167690823004E-02  -0.3456379593551935E+00  -0.1189459818863930E-01   0.3533935969905981E-01   0.4324548302765974E-01
   0.2023229456980375E+00   0.1864489429903521E+00   0.8456851319316451E-01   0.2371701947281207E-01   0.3881709095265088E-01  -0.9132058647939303E-04  -0.5498883287684984E-02  -0.3500011308864585E+00  -0.1194548099669684E-01   0.1082156880488190E-01   0.1324219013182413E-01
   0.1889962254003510E+00   0.1910191792381502E+00   0.7364295147245702E-01   0.2368355463814808E-01   0.3480003483122089E-01  -0.3495365651385677E-02  -0.5184127625075809E-02  -0.3538179034092120E+00  -0.1188091815091549E-01  -0.1086042812200039E-01  -0.1328937396810879E-01
   0.1748313157721908E+00   0.1951044016254321E+00   0.6198722141113409E-01   0.2358577785248068E-01   0.3198336558144705E-01  -0.7583004489125353E-02  -0.4991025066213112E-02  -0.3581640137505380E+00  -0.1194244028307826E-01  -0.3585934518714091E-01  -0.4387809699617743E-01
   0.1598817795803906E+00   0.1985840690583796E+00   0.4969813731333256E-01   0.2338764178347210E-01   0.2761941453798759E-01  -0.1238209571570534E-01  -0.5246486098486642E-02  -0.3633353364089593E+00  -0.1193131025275338E-01  -0.6597443708290300E-01  -0.8072573244051212E-01
   0.1441741423476063E+00   0.2013431944433741E+00   0.3694110516451082E-01   0.2308574662010230E-01   0.2235422463758927E-01  -0.1687537250109081E-01  -0.5915742354042472E-02  -0.3682139474407293E+00  -0.1186388071555180E-01  -0.9476493146749684E-01  -0.1159518314280374E+00
   0.1277542466610320E+00   0.2033045221092141E+00   0.2387177993942647E-01   0.2268435173237669E-01   0.1675148780170849E-01  -0.2098731562958089E-01  -0.6905153904994483E-02  -0.3726529307682187E+00  -0.1174582776496134E-01  -0.1212800556776350E+00  -0.1483936665729827E+00
   0.1106844434229970E+00   0.2044234869476508E+00   0.1063416718551978E-01   0.2218703190568635E-01   0.1110046340681932E-01  -0.2503198030703838E-01  -0.8147351325340363E-02  -0.3769369604851234E+00  -0.1159277087526936E-01  -0.1471592608231945E+00  -0.1800576896423776E+00
