 TITLE="PROPELLER"
 VARIABLES= "X" "Y" "Z" 
 ZONE T="BLADE   1" F=POINT, I=  81 J=  41
   0.2781744392615862E+00   0.1406454824200916E+00   0.1421929965744436E+00
   0.2774625926092067E+00   0.1411733141982162E+00   0.1416689639910299E+00
   0.2753333542557461E+00   0.1427442098704441E+00   0.1400860112518828E+00
   0.2718033883117220E+00   0.1453173800448624E+00   0.1374149157002144E+00
   0.2668932710911928E+00   0.1488158142691177E+00   0.1336183124553647E+00
   0.2606165532029361E+00   0.1531147364464968E+00   0.1286696447609918E+00
   0.2529700504217804E+00   0.1580359921252454E+00   0.1225749778420921E+00
   0.2439505656214541E+00   0.1633760184784932E+00   0.1153615039175333E+00
   0.2336060091633007E+00   0.1689635055360380E+00   0.1070109050376329E+00
   0.2219644756775641E+00   0.1745890401423082E+00   0.9756365646175569E-01
   0.2090644228240599E+00   0.1800462103081223E+00   0.8708250199485196E-01
   0.1949729448525376E+00   0.1851509823224515E+00   0.7562482228098960E-01
   0.1797772709562565E+00   0.1897341393046498E+00   0.6325311361762165E-01
   0.1635844113428242E+00   0.1936406816832386E+00   0.5003285317919266E-01
   0.1464218581116619E+00   0.1966964138743345E+00   0.3620111557640907E-01
   0.1283512592728627E+00   0.1987891934195680E+00   0.2197399780644369E-01
   0.1094667978614882E+00   0.1998579250189315E+00   0.7537228079816803E-02
   0.8984801710795541E-01   0.1998815930026495E+00  -0.6881044886003715E-02
   0.6959182498578195E-01   0.1988864695761378E+00  -0.2107539369833935E-01
   0.4881182477674067E-01   0.1969366011435240E+00  -0.3487083494894466E-01
   0.2762628602766558E-01   0.1941276352594316E+00  -0.4810884771620613E-01
   0.6160867329916473E-02   0.1905797390117472E+00  -0.6065775365288714E-01
  -0.1547900329797364E-01   0.1864468125078375E+00  -0.7237116902238973E-01
  -0.3714343586032567E-01   0.1818734599811811E+00  -0.8319882543926754E-01
  -0.5863878457668111E-01   0.1769683986029990E+00  -0.9317824797607031E-01
  -0.7983242211273750E-01   0.1718767104951200E+00  -0.1022663013381081E+00
  -0.1005794824164216E+00   0.1667297076955648E+00  -0.1104590628773914E+00
  -0.1207406872111630E+00   0.1616540233755911E+00  -0.1177623739845790E+00
