 TITLE="PROPELLER"
 VARIABLES= "X" "Y" "Z" 
 ZONE T="BLADE   1" F=POINT, I=  41 J=  31
   0.2807507339634500E-01   0.2052374713963580E-01   0.2421954442275280E-01
   0.2982620938271146E-01   0.2343640453237160E-01   0.2141367486659955E-01
   0.3092403776710577E-01   0.2609869184456163E-01   0.1807398165042826E-01
   0.3133889057093128E-01   0.2834147061677389E-01   0.1430285188261234E-01
   0.3106189723003541E-01   0.3004652880383658E-01   0.1024776246492979E-01
   0.3009942297610302E-01   0.3115602228071309E-01   0.6092027933382662E-02
   0.2847569546672751E-01   0.3168125363181436E-01   0.2026992110012863E-02
   0.2623018547996408E-01   0.3169678834305394E-01  -0.1767522965351453E-02
   0.2341846071978188E-01   0.3132640136211934E-01  -0.5144619169269273E-02
   0.2010942239814519E-01   0.3072224812685316E-01  -0.7997124403776182E-02
   0.1638504269243352E-01   0.3004222256358384E-01  -0.1026037972676934E-01
   0.1233657538044451E-01   0.2943065514469002E-01  -0.1190155731203845E-01
   0.8064159974556586E-02   0.2900179882544900E-01  -0.1291147526759007E-01
   0.3672504849564246E-02   0.2883057368343493E-01  -0.1328941495256411E-01
  -0.7299200870765835E-03   0.2894543314620305E-01  -0.1303734745552541E-01
  -0.5034988318289768E-02   0.2932739516633328E-01  -0.1215378218725086E-01
  -0.9136183994452249E-02   0.2991035828337603E-01  -0.1063865574485253E-01
  -0.1293305041412148E-01   0.3058746169289989E-01  -0.8498100722090006E-02
  -0.1633164086131184E-01   0.3121919381672658E-01  -0.5759554334413915E-02
  -0.1924961524863357E-01   0.3164912583938784E-01  -0.2478580702740583E-02
  -0.2161248756217972E-01   0.3172173709453684E-01   0.1241742486383785E-02
  -0.2336362354854619E-01   0.3130644808514094E-01   0.5264678241809330E-02
  -0.2446145193294049E-01   0.3031644063864162E-01   0.9419339451422495E-02
  -0.2487630473676600E-01   0.2872814016017094E-01   0.1350942232795239E-01
  -0.2459931139587013E-01   0.2658486457296872E-01   0.1735095110748450E-01
  -0.2363683714193774E-01   0.2399535463376896E-01   0.2078541519183746E-01
  -0.2201310963256223E-01   0.2111728069108073E-01   0.2370381793955383E-01
  -0.1976759964579880E-01   0.1813821850407274E-01   0.2605408908781726E-01
  -0.1695587488561660E-01   0.1525013330980264E-01   0.2784320316936708E-01
  -0.1364683656397992E-01   0.1263118833021224E-01   0.2912496540880547E-01
  -0.9922456858268250E-02   0.1042959843457877E-01   0.2998389576407371E-01
  -0.5873989546279243E-02   0.8760150400571595E-02   0.3051344447381794E-01
  -0.1601574140391309E-02   0.7700474386077819E-02   0.3079794186186416E-01
   0.2790080984601031E-02   0.7297299305744960E-02   0.3089595364347537E-01
   0.7192505921241855E-02   0.7566604610419561E-02   0.3083110480289317E-01
   0.1149757415245504E-01   0.8497868302401531E-02   0.3058752626500620E-01
   0.1559876982861753E-01   0.1005041111604089E-01   0.3011311616382414E-01
