TITLE = "PROPAN_60"
VARIABLES="X0" "Y0" "Z0" "POT" "SOURCE" "VT1" "VT2" "VTT1" "VTT2" "CP" "CPN"
ZONE T="BLADE T=0" F=POINT, I=    40 J=    30
   0.2751667664487552E-01   0.2861288993336284E-01   0.2528274160882413E-01  -0.2549418210417437E-01   0.1530037346019294E+00   0.1171060828626755E+00  -0.6320078888836759E-02   0.1657558731044751E+00  -0.6513119500361859E-01  -0.8487535498794108E-01  -0.2449033529464513E-01
   0.2935584726231787E-01   0.3110685060626664E-01   0.2221463872718764E-01  -0.2505069132552040E-01   0.1650436856249296E+00   0.8541487917079611E-01   0.6108776986340549E-02   0.1076838916496400E+00  -0.3266720816883426E-01   0.5669137610505329E+00   0.1635979417132876E+00
   0.3055187745996409E-01   0.3337409923369649E-01   0.1868421149050983E-01  -0.2474581275000060E-01   0.1698935855975012E+00   0.5045849171156472E-01   0.1892673479642674E-01   0.4582387755799668E-01   0.7473328643930914E-04   0.9281880132007723E+00   0.2678696963583942E+00
   0.3107455227003273E-01   0.3527914890738369E-01   0.1479400424330631E-01  -0.2460834557493351E-01   0.1680731652381271E+00   0.1049438681879028E-01   0.2838787731773404E-01  -0.2084560847998757E-01   0.2515144278758995E-01   0.9635058641413992E+00   0.2780674603961791E+00
   0.3091152831701480E-01   0.3672821421119649E-01   0.1068172876828451E-01  -0.2465380436812685E-01   0.1610153679126607E+00  -0.3105590266197468E-01   0.3122417028032929E-01  -0.8832952357945012E-01   0.3710825639053639E-01   0.6860853588156673E+00   0.1980011551098694E+00
   0.3006686307289224E-01   0.3767828087273385E-01   0.6508265664083766E-02  -0.2488058090370457E-01   0.1499387793442110E+00  -0.7062856079202594E-01   0.2680710811942431E-01  -0.1524050909019654E+00   0.3521839346726859E-01   0.1632071051146215E+00   0.4709914557305790E-01
   0.2856136540159988E-01   0.3814117723181475E-01   0.2440015594151966E-02  -0.2527280126848770E-01   0.1353742553531596E+00  -0.1051554094794945E+00   0.1689761220006714E-01  -0.2094598386713876E+00   0.2263153694992934E-01  -0.5180546041987369E+00  -0.1494961772251170E+00
   0.2643196648964842E-01   0.3817878060352867E-01  -0.1367659607156720E-02  -0.2580193973807841E-01   0.1174736028371346E+00  -0.1330030147500243E+00   0.4299060789886532E-02  -0.2572494916671346E+00   0.4481184649718082E-02  -0.1264143933607682E+01  -0.3647817079435379E+00
   0.2373106545640983E-01   0.3789177389093927E-01  -0.4783601193712119E-02  -0.2643802297394254E-01   0.9637844176356415E-01  -0.1538431218339101E+00  -0.8037343922641299E-02  -0.2949698573326342E+00  -0.1359500867150466E-01  -0.1982306316425132E+01  -0.5719987841183822E+00
   0.2052526213764085E-01   0.3740370624778330E-01  -0.7707721237680905E-02  -0.2714989035661357E-01   0.7271995483537400E-01  -0.1689619097921119E+00  -0.1834234990718784E-01  -0.3234483212922942E+00  -0.2739667572767499E-01  -0.2604069883986925E+01  -0.7514042736704840E+00
